"","Duration..in.seconds.","ResponseId","UserLanguage","ses_gender","ses_year_born.","ses_region.","ses_education","ses_income","ses_children","ses_citizen_status","ses_employ_status","ses_household_compo_1","ses_household_compo_2","ses_household_compo_3","ses_household_compo_4","ideo_left_right_1","ideo_interest._1","attention","budget_issue_imp_1","budget_issue_imp_2","budget_issue_imp_3","budget_issue_imp_4","budget_issue_imp_5","budget_spend_prio_6","budget_spend_prio_7","budget_spend_prio_8","budget_spend_prio_9","budget_spend_prio_10","tradeoff_cc1_tax","tradeoff_cc1_cut","tradeoff_cc1_debt","tradeoff_cc1_no_spend","tradeoff_ge_tax","tradeoff_ge_cut","tradeoff_ge_debt","tradeoff_ge_no_spend","tradeoff_tax_less_services","tradeoff_tax_sales_tax","tradeoff_tax_inc_tax","tradeoff_tax_wealth_tax","tradeoff_hc_all","tradeoff_hc_spend","tradeoff_hc_pensions","tradeoff_cc2_all","tradeoff_cc2_low_inc","tradeoff_cc2_educ_all","tradeoff_cc2_educ_low_inc","redis_fei_can1","redis_fei_can2.","redis_pnvo_rich","redis_pnvo_poor.","redis_fid_can","redis_prev_freerider","redis_iden_freerider","redis_human_nature.","PID","province","ses_language_clean","ideo_vote_fed_clean","ideo_vote_prov_clean","ideo_define_clean","trust_social_clean","trust_inst_pp","trust_inst_fed","trust_inst_prov","trust_inst_media","ses_region_cat","budget_spend_prio_health_num","budget_spend_prio_health_raw","budget_spend_prio_health_norm","budget_spend_prio_seniors_num","budget_spend_prio_seniors_raw","budget_spend_prio_seniors_norm","budget_spend_prio_cc_num","budget_spend_prio_cc_raw","budget_spend_prio_cc_norm","budget_spend_prio_ecn_num","budget_spend_prio_ecn_raw","budget_spend_prio_ecn_norm","budget_spend_prio_clim_num","budget_spend_prio_clim_raw","budget_spend_prio_clim_norm","tradeoff_cc1_tax_bin","tradeoff_cc1_tax_intensity","tradeoff_cc1_cut_bin","tradeoff_cc1_cut_intensity","tradeoff_cc1_debt_bin","tradeoff_cc1_debt_intensity","tradeoff_cc1_no_spend_bin","tradeoff_cc1_no_spend_intensity","tradeoff_ge_tax_bin","tradeoff_ge_tax_intensity","tradeoff_ge_cut_bin","tradeoff_ge_cut_intensity","tradeoff_ge_debt_bin","tradeoff_ge_debt_intensity","tradeoff_ge_no_spend_bin","tradeoff_ge_no_spend_intensity","tradeoff_tax_less_services_bin","tradeoff_tax_less_services_intensity","tradeoff_tax_sales_tax_bin","tradeoff_tax_sales_tax_intensity","tradeoff_tax_inc_tax_bin","tradeoff_tax_inc_tax_intensity","tradeoff_tax_wealth_tax_bin","tradeoff_tax_wealth_tax_intensity","tradeoff_hc_all_bin","tradeoff_hc_all_intensity","tradeoff_hc_spend_bin","tradeoff_hc_spend_intensity","tradeoff_hc_pensions_bin","tradeoff_hc_pensions_intensity","tradeoff_cc2_all_bin","tradeoff_cc2_all_intensity","tradeoff_cc2_low_inc_bin","tradeoff_cc2_low_inc_intensity","tradeoff_cc2_educ_all_bin","tradeoff_cc2_educ_all_intensity","tradeoff_cc2_educ_low_inc_bin","tradeoff_cc2_educ_low_inc_intensity","tradeoff_cc1_tax_strong","tradeoff_cc1_cut_strong","tradeoff_cc1_debt_strong","tradeoff_cc1_no_spend_strong","tradeoff_ge_tax_strong","tradeoff_ge_cut_strong","tradeoff_ge_debt_strong","tradeoff_ge_no_spend_strong","tradeoff_tax_less_services_strong","tradeoff_tax_sales_tax_strong","tradeoff_tax_inc_tax_strong","tradeoff_tax_wealth_tax_strong","tradeoff_hc_all_strong","tradeoff_hc_spend_strong","tradeoff_hc_pensions_strong","tradeoff_cc2_all_strong","tradeoff_cc2_low_inc_strong","tradeoff_cc2_educ_all_strong","tradeoff_cc2_educ_low_inc_strong","redis_intelligence_num","redis_intelligence_bin","redis_opportunity_num","redis_opportunity_bin","redis_reasons_rich_num","redis_reasons_rich_bin","redis_reasons_poor_num","redis_reasons_poor_bin","redis_effort_num","redis_effort_bin","redis_social_benefits_num","redis_social_benefits_bin","redis_welfare_num","redis_welfare_bin","redis_no_cheat_system_num","redis_no_cheat_system_bin","trust_social_num","trust_social_bin","trust_inst_pp_num","trust_inst_pp_bin","trust_inst_fed_num","trust_inst_fed_bin","trust_inst_prov_num","trust_inst_prov_bin","trust_inst_media_num","trust_inst_media_bin"
"155",585,"R_5eQi1hiIqOZVMDx","EN","Male",1961,"Nova Scotia","Completed technical, community college, CEGEP, College Classique","$60,001 to $90,000","Other/Prefer not to answer","Yes","Self-employed",0,0,0,0,8,8,"Brown",3,5,4,1,2,30,35,0,35,0,25,25,25,25,0,0,0,100,25,25,25,25,30,30,40,25,25,25,25,"Sometimes","","Rarely","Sometimes","Most of the time","Rarely","Most of the time","Rarely","e7d69fd5-5cdc-f011-8d4c-002248d5417f","Nova Scotia","English","Conservative Party of Canada","Progressive Conservative Association of Nova Scotia","Solely as Canadian",5,0,0,6,0,"East Coast",30,0.3,0.25,35,0.35,0.25,0,0,0,35,0.35,0.25,0,0,0,0,0,0,0,0,0,0,0,0,-25,0,-25,0,-25,1,75,0,0,0,0,0,0,0,0,0,-3.33333333333334,0,-3.33333333333334,1,6.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.66,1,NA,0,0.66,1,0.33,0,1,1,0.33,0,0,0,0.33,0,5,0,0,0,0,0,6,1,0,0
"156",1335,"R_5qPUiqeMSUsskqP","EN","Female",1985,"Ontario","Some university","$60,001 to $90,000","Alone without children","Yes","Working full-time (35 or more hours per week)",NA,NA,NA,NA,7,4,"Brown",4,3,5,1,2,35,15,20,30,0,30,50,5,15,0,0,0,100,25,11,32,32,20,40,40,15,35,15,35,"Sometimes","","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","a4ea9fd5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Conservative Party of Canada","Did not vote","First Canadian, second Ontarian",5,2,2,2,2,"Ontario",35,0.35,0.25,15,0.15,0.25,20,0.2,0.25,30,0.3,0.25,0,0,0,0,5,1,25,0,-20,0,-10,0,-25,0,-25,0,-25,1,75,0,0,0,-14,0,7,0,7,0,-13.3333333333333,0,6.66666666666666,0,6.66666666666666,0,-10,0,10,0,-10,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.66,1,NA,0,0.33,0,0.33,0,0.33,0,0.66,1,0.33,0,0.66,1,5,0,2,0,2,0,2,0,2,0
"157",1237,"R_6flqW8zCtknMkj1","EN","Female",1995,"Ontario","Completed technical, community college, CEGEP, College Classique","$1 to $30,000","Alone without children","No","Working full-time (35 or more hours per week)",NA,NA,NA,NA,6,8,"Brown",4,5,3,1,2,30,10,20,20,20,0,100,0,0,0,100,0,0,50,0,30,20,100,0,0,100,0,0,0,"Sometimes","","Rarely","Rarely","Never","Sometimes","Sometimes","Rarely","d9f19fd5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Did not vote","Did not vote","Equally Canadian and Ontarian",4,7,7,7,7,"Ontario",30,0.3,0.25,10,0.1,0,20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,0,-25,1,75,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,1,25,0,-25,0,5,0,-5,1,66.6666666666667,0,-33.3333333333333,0,-33.3333333333333,1,75,0,-25,0,-25,0,-25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.66,1,NA,0,0.66,1,0.66,1,0,0,0.66,1,0.33,0,0.33,0,4,0,7,1,7,1,7,1,7,1
"158",609,"R_5oAqD7i8JcqfDzx","EN","Male",1953,"Ontario","Bachelor’s degree","$30,001 to $60,000","Alone with children","Yes","Retired",0,0,0,1,3,10,"Brown",1,3,5,2,4,15,10,10,50,15,50,30,20,0,30,20,50,0,0,20,50,30,15,75,10,10,50,5,35,"","Sometimes","Sometimes","Most of the time","Sometimes","Most of the time","Sometimes","Most of the time","b7eb9fd5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Liberal Party of Canada","Ontario Liberal Party","Solely as Canadian",8,8,10,7,8,"Ontario",15,0.15,0.25,10,0.1,0,10,0.1,0,50,0.5,0.5,15,0.15,0.25,1,25,0,5,0,-5,0,-25,0,5,0,-5,1,25,0,-25,0,-25,0,-5,1,25,0,5,0,-18.3333333333333,1,41.6666666666667,0,-23.3333333333333,0,-15,1,25,0,-20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.66,1,0.33,0,0,0,0.66,1,1,1,0.33,0,1,1,8,1,8,1,10,1,7,1,8,1
"159",732,"R_3P1qfxErJA2sQ6g","EN","Male",1950,"Ontario","Professional degree or doctorate","$150,001 to $200,000","Alone without children","No","Retired",NA,NA,NA,NA,3,6,"Brown",1,2,3,4,5,20,20,20,15,25,35,20,35,10,35,25,35,5,8,2,30,60,50,40,10,45,25,5,25,"Sometimes","","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","ceeb9fd5-5cdc-f011-8d4c-002248d5417f","Ontario","English","New Democratic Party","Ontario New Democratic Party","Solely as Canadian",8,7,8,6,7,"Ontario",20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,15,0.15,0.25,25,0.25,0.25,0,10,0,-5,0,10,0,-15,0,10,0,0,0,10,0,-20,0,-17,0,-23,0,5,1,35,1,16.6666666666667,0,6.66666666666666,0,-23.3333333333333,1,20,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,1,NA,0,0.33,0,0.33,0,0.66,1,0.66,1,0.66,1,0.66,1,8,1,7,1,8,1,6,1,7,1
"160",687,"R_7aEmBBb6xBplfWB","EN","Female",1958,"Alberta","Completed secondary/ high school","$60,001 to $90,000","In couple with children","Yes","Retired",0,0,0,2,0,3,"Brown",2,1,3,5,4,5,50,25,10,10,40,10,25,25,10,20,20,50,20,20,50,10,25,50,25,25,25,25,25,"Rarely","","Most of the time","Most of the time","Sometimes","Sometimes","Most of the time","Most of the time","b6abe2d5-5cdc-f011-8d4c-002248d5417f","Alberta","English","Another party","Another party (specify)","Equally Canadian and Albertan",2,2,3,2,3,"Alberta",5,0.05,0,50,0.5,0.5,25,0.25,0.25,10,0.1,0,10,0.1,0,1,15,0,-15,0,0,0,0,0,-15,0,-5,0,-5,1,25,0,-5,0,-5,1,25,0,-15,0,-8.33333333333334,1,16.6666666666667,0,-8.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,NA,0,0,0,0,0,0.66,1,0.66,1,0,0,1,1,2,0,2,0,3,0,2,0,3,0
"161",1438,"R_7feBmT8CosAMsdE","EN","Male",1987,"Ontario","Bachelor’s degree","$110,001 to $150,000","In couple with children","Yes","Working full-time (35 or more hours per week)",2,1,0,0,7,9,"Brown",3,4,5,2,1,50,5,5,40,0,0,0,0,100,0,0,0,100,100,0,0,0,10,5,85,30,20,20,30,"Sometimes","","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","9b9ce2d5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Did not vote","Progressive Conservative Party of Ontario","Solely as Canadian",7,4,4,4,8,"Ontario",50,0.5,0.5,5,0.05,0,5,0.05,0,40,0.4,0.5,0,0,0,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,-25,1,75,1,75,0,-25,0,-25,0,-25,0,-23.3333333333333,0,-28.3333333333333,1,51.6666666666667,0,5,0,-5,0,-5,0,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.66,1,NA,0,0.33,0,0.33,0,0.66,1,0.33,0,0.33,0,0.66,1,7,1,4,0,4,0,4,0,8,1
"162",292,"R_3QSPkS2w9doPXGI","EN","Male",1996,"Ontario","Bachelor’s degree","No income","Alone without children","No","Unemployed, and looking for work",NA,NA,NA,NA,5,3,"Brown",2,1,5,4,3,35,20,10,15,20,35,10,45,10,25,15,35,25,5,5,65,25,55,15,30,20,20,35,25,"","Rarely","Sometimes","Most of the time","Sometimes","Sometimes","Most of the time","Rarely","489fe2d5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Did not vote","Did not vote","Solely as Canadian",3,4,3,3,1,"Ontario",35,0.35,0.25,20,0.2,0.25,10,0.1,0,15,0.15,0.25,20,0.2,0.25,0,10,0,-15,1,20,0,-15,0,0,0,-10,1,10,0,0,0,-20,0,-20,1,40,0,0,1,21.6666666666667,0,-18.3333333333333,0,-3.33333333333334,0,-5,0,-5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.33,0,0.33,0,0,0,0.66,1,0.66,1,0,0,0.33,0,3,0,4,0,3,0,3,0,1,0
"163",518,"R_7JYRNCx8ylxoGQx","EN","Male",2007,"Ontario","Completed secondary/ high school","$60,001 to $90,000","In couple with children","Yes","Working full-time (35 or more hours per week)",0,0,2,2,7,0,"Brown",2,3,5,1,4,80,10,5,5,0,0,0,0,100,0,0,0,100,100,0,0,0,100,0,0,70,0,20,10,"Sometimes","","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","21fa9fd5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Did not vote","Did not vote","Equally Canadian and Ontarian",3,2,1,1,1,"Ontario",80,0.8,0.75,10,0.1,0,5,0.05,0,5,0.05,0,0,0,0,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,-25,1,75,1,75,0,-25,0,-25,0,-25,1,66.6666666666667,0,-33.3333333333333,0,-33.3333333333333,1,45,0,-25,0,-5,0,-15,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.66,1,NA,0,0.66,1,0.66,1,0.66,1,0.66,1,0.33,0,0.66,1,3,0,2,0,1,0,1,0,1,0
"164",415,"R_73MtUj8fEpS8oI9","EN","Male",1996,"Ontario","Master’s degree","$30,001 to $60,000","Alone without children","No","Working part-time (less than 35 hours per week)",NA,NA,NA,NA,6,5,"Brown",2,1,4,3,5,30,15,25,10,20,30,20,35,15,15,30,35,20,20,10,30,40,30,40,30,25,15,25,35,"Most of the time","","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Most of the time","4cea9fd5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Did not vote","Did not vote","Equally Canadian and Ontarian",7,7,5,8,7,"Ontario",30,0.3,0.25,15,0.15,0.25,25,0.25,0.25,10,0.1,0,20,0.2,0.25,0,5,0,-5,1,10,0,-10,0,-10,0,5,1,10,0,-5,0,-5,0,-15,0,5,1,15,0,-3.33333333333334,1,6.66666666666666,0,-3.33333333333334,0,0,0,-10,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,0.33,0,0.66,1,0.66,1,0.66,1,0.33,0,1,1,7,1,7,1,5,0,8,1,7,1
"165",533,"R_5MyidqeoVFmHYqJ","EN","Male",1965,"Ontario","Bachelor’s degree","$60,001 to $90,000","Alone without children","Yes","Retired",NA,NA,NA,NA,5,8,"Brown",2,1,3,4,5,30,20,20,20,10,0,50,50,0,0,50,0,50,0,0,40,60,20,20,60,40,30,10,20,"","Most of the time","Sometimes","Sometimes","Rarely","Rarely","Sometimes","Sometimes","609de2d5-5cdc-f011-8d4c-002248d5417f","Ontario","English","New Democratic Party","Ontario New Democratic Party","Equally Canadian and Ontarian",5,3,3,3,3,"Ontario",30,0.3,0.25,20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,10,0.1,0,0,-25,0,25,0,25,0,-25,0,-25,0,25,0,-25,0,25,0,-25,0,-25,0,15,1,35,0,-13.3333333333333,0,-13.3333333333333,1,26.6666666666667,1,15,0,5,0,-15,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0.33,0,0.33,0,0.33,0,0.33,0,0.33,0,0.66,1,5,0,3,0,3,0,3,0,3,0
"166",809,"R_6DZPTWZmsg81PgI","EN","Male",1966,"Ontario","Bachelor’s degree","$90,001 to $110,000","Alone without children","Yes","Retired",NA,NA,NA,NA,2,5,"Brown",1,2,3,4,5,20,20,20,15,25,20,35,45,0,12,75,13,0,15,5,40,40,30,20,50,75,5,10,10,"Rarely","","Most of the time","Most of the time","Rarely","Most of the time","Rarely","Sometimes","a1f89fd5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Liberal Party of Canada","Ontario Liberal Party","First Canadian, second Ontarian",5,4,7,0,3,"Ontario",20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,15,0.15,0.25,25,0.25,0.25,0,-5,0,10,1,20,0,-25,0,-13,1,50,0,-12,0,-25,0,-10,0,-20,0,15,0,15,0,-3.33333333333334,0,-13.3333333333333,1,16.6666666666667,1,50,0,-20,0,-15,0,-15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.33,0,NA,0,0,0,0,0,0.33,0,1,1,0.66,1,0.66,1,5,0,4,0,7,1,0,0,3,0
"167",603,"R_6g8eDsQ7pKUM66U","EN","Female",2004,"Ontario","Some university","$150,001 to $200,000","Alone without children","Yes","A student attending school",NA,NA,NA,NA,6,4,"Brown",1,2,3,4,5,30,20,10,10,30,20,40,20,20,30,30,30,10,50,5,10,35,25,50,25,25,25,25,25,"Sometimes","","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","dfec9fd5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Liberal Party of Canada","Ontario Liberal Party","Equally Canadian and Ontarian",7,4,4,4,4,"Ontario",30,0.3,0.25,20,0.2,0.25,10,0.1,0,10,0.1,0,30,0.3,0.25,0,-5,1,15,0,-5,0,-5,0,5,0,5,0,5,0,-15,1,25,0,-20,0,-15,0,10,0,-8.33333333333334,1,16.6666666666667,0,-8.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,1,NA,0,0.33,0,0.33,0,0.66,1,0.66,1,0.33,0,0.66,1,7,1,4,0,4,0,4,0,4,0
"168",881,"R_14BDK0vJMIFd65r","EN","Male",1963,"Ontario","Completed secondary/ high school","$1 to $30,000","In couple with children","Yes","Unemployed, and looking for work",0,0,1,0,6,1,"Brown",1,3,4,2,5,50,20,0,20,10,0,0,0,100,0,0,0,100,0,0,50,50,20,30,50,0,50,0,50,"","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","8ca3e2d5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Conservative Party of Canada","Progressive Conservative Party of Ontario","Solely as Canadian",6,2,2,2,5,"Ontario",50,0.5,0.5,20,0.2,0.25,0,0,0,20,0.2,0.25,10,0.1,0,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,25,0,25,0,-13.3333333333333,0,-3.33333333333334,1,16.6666666666667,0,-25,0,25,0,-25,0,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.66,1,0.33,0,0.33,0,0.66,1,0.66,1,0.33,0,0.66,1,6,1,2,0,2,0,2,0,5,0
"169",653,"R_3Hco7LezROgVkMA","FR","Male",1979,"Quebec","Completed secondary/ high school","$30,001 to $60,000","Alone without children","Yes","Working part-time (less than 35 hours per week)",NA,NA,NA,NA,5,5,"Brown",1,2,4,3,5,20,20,20,20,20,25,25,25,25,25,25,25,25,25,25,25,25,30,35,35,30,30,30,10,"Rarely","","Sometimes","Sometimes","Most of the time","Most of the time","Most of the time","Never","7ce29fd5-5cdc-f011-8d4c-002248d5417f","Québec","French","Liberal Party of Canada","Quebec Liberal Party","First Canadian, second Quebecer",7,3,4,4,3,"Quebec",20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.33333333333334,0,1.66666666666666,0,1.66666666666666,0,5,0,5,0,5,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,NA,0,0.33,0,0.33,0,1,1,1,1,0,0,0,0,7,1,3,0,4,0,4,0,3,0
"170",725,"R_372wpd3hFnisnjG","EN","Female",1990,"Ontario","Completed technical, community college, CEGEP, College Classique","$90,001 to $110,000","In couple without children","No","Working full-time (35 or more hours per week)",NA,NA,NA,NA,5,5,"Brown",1,3,5,4,2,10,10,10,50,20,5,5,5,85,10,10,10,70,80,10,5,5,20,50,30,50,20,10,20,"","Rarely","Rarely","Most of the time","Most of the time","Never","Most of the time","Never","dcf49fd5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Green Party of Canada","Green Party of Ontario","Equally Canadian and Ontarian",5,5,5,5,5,"Ontario",10,0.1,0,10,0.1,0,10,0.1,0,50,0.5,0.5,20,0.2,0.25,0,-20,0,-20,0,-20,1,60,0,-15,0,-15,0,-15,1,45,1,55,0,-15,0,-20,0,-20,0,-13.3333333333333,1,16.6666666666667,0,-3.33333333333334,1,25,0,-5,0,-15,0,-5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0.33,0,0.66,1,0,0,1,1,0,0,0,0,0,0,5,0,5,0,5,0,5,0,5,0
"171",721,"R_5utmBBap5EfIm7T","EN","Male",1956,"Nova Scotia","Completed technical, community college, CEGEP, College Classique","$30,001 to $60,000","In couple without children","Yes","Retired",NA,NA,NA,NA,5,1,"Brown",1,4,2,3,5,50,20,10,10,10,50,10,30,10,45,25,25,5,0,0,60,40,20,40,40,0,50,0,50,"Sometimes","","Sometimes","Most of the time","Rarely","Sometimes","Sometimes","Sometimes","13d79fd5-5cdc-f011-8d4c-002248d5417f","Nova Scotia","English","Liberal Party of Canada","Nova Scotia Liberal Party","Solely as Canadian",3,2,4,1,4,"East Coast",50,0.5,0.5,20,0.2,0.25,10,0.1,0,10,0.1,0,10,0.1,0,1,25,0,-15,0,5,0,-15,1,20,0,0,0,0,0,-20,0,-25,0,-25,1,35,0,15,0,-13.3333333333333,0,6.66666666666666,0,6.66666666666666,0,-25,0,25,0,-25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,1,NA,0,0.33,0,0,0,0.33,0,0.66,1,0.33,0,0.66,1,3,0,2,0,4,0,1,0,4,0
"172",474,"R_3pdE29x1OY2bnot","FR","Female",1997,"Quebec","Professional degree or doctorate","$150,001 to $200,000","In couple without children","Yes","Working full-time (35 or more hours per week)",NA,NA,NA,NA,4,7,"Brown",1,2,5,3,4,30,20,20,10,20,33,33,34,0,25,25,25,25,0,0,50,50,30,40,30,40,10,25,25,"Sometimes","","Most of the time","Sometimes","Rarely","Most of the time","Sometimes","Sometimes","58da9fd5-5cdc-f011-8d4c-002248d5417f","Québec","French","Bloc Québécois","Parti québécois","Solely as Quebecer",6,6,6,6,8,"Quebec",30,0.3,0.25,20,0.2,0.25,20,0.2,0.25,10,0.1,0,20,0.2,0.25,0,8,0,8,1,9,0,-25,0,0,0,0,0,0,0,0,0,-25,0,-25,0,25,0,25,0,-3.33333333333334,1,6.66666666666666,0,-3.33333333333334,1,15,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,1,NA,0,0,0,0.33,0,0.33,0,1,1,0.33,0,0.66,1,6,1,6,1,6,1,6,1,8,1
"173",366,"R_6LnyOf9heCW5bmF","EN","Male",1988,"Ontario","Master’s degree","$90,001 to $110,000","Alone without children","No","Working full-time (35 or more hours per week)",NA,NA,NA,NA,2,10,"Brown",1,2,5,3,4,25,15,25,10,25,50,0,50,0,50,0,50,0,0,0,50,50,34,33,33,0,50,0,50,"","Rarely","Most of the time","Most of the time","Never","Most of the time","Rarely","Sometimes","d5f29fd5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Liberal Party of Canada","Ontario New Democratic Party","Solely as Canadian",2,1,3,0,3,"Ontario",25,0.25,0.25,15,0.15,0.25,25,0.25,0.25,10,0.1,0,25,0.25,0.25,0,25,0,-25,0,25,0,-25,0,25,0,-25,0,25,0,-25,0,-25,0,-25,0,25,0,25,1,0.666666666666664,0,-0.333333333333336,0,-0.333333333333336,0,-25,0,25,0,-25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.33,0,0,0,0,0,0,0,1,1,0.66,1,0.66,1,2,0,1,0,3,0,0,0,3,0
"174",377,"R_60xlvp70jVU57he","EN","Female",1988,"Alberta","Bachelor’s degree","$60,001 to $90,000","In couple with children","No","Working full-time (35 or more hours per week)",1,1,0,0,10,10,"Brown",2,1,4,3,5,20,20,20,20,20,20,20,20,40,20,20,30,30,25,25,30,20,30,40,30,25,25,25,25,"","Sometimes","Most of the time","Most of the time","Most of the time","Most of the time","Rarely","Sometimes","6aade2d5-5cdc-f011-8d4c-002248d5417f","Alberta","English","Liberal Party of Canada","New Democratic Party","Equally Canadian and Albertan",5,6,6,6,6,"Alberta",20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,0,-5,0,-5,0,-5,1,15,0,-5,0,-5,0,5,0,5,0,0,0,0,1,5,0,-5,0,-3.33333333333334,1,6.66666666666666,0,-3.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.66,1,0,0,0,0,1,1,1,1,0.66,1,0.66,1,5,0,6,1,6,1,6,1,6,1
"175",717,"R_6FWZStDqFUpr8vW","FR","Male",1994,"Quebec","Bachelor’s degree","$90,001 to $110,000","In couple with children","Yes","Working full-time (35 or more hours per week)",0,2,0,0,5,5,"Brown",2,4,5,1,3,35,5,20,25,15,0,0,0,100,0,100,0,0,0,0,50,50,0,0,100,100,0,0,0,"","Sometimes","Sometimes","Sometimes","Sometimes","Most of the time","Rarely","Sometimes","dedc9fd5-5cdc-f011-8d4c-002248d5417f","Québec","French","Did not vote","Parti québécois","First Quebecer, second Canadian",7,5,3,3,3,"Quebec",35,0.35,0.25,5,0.05,0,20,0.2,0.25,25,0.25,0.25,15,0.15,0.25,0,-25,0,-25,0,-25,1,75,0,-25,1,75,0,-25,0,-25,0,-25,0,-25,0,25,0,25,0,-33.3333333333333,0,-33.3333333333333,1,66.6666666666667,1,75,0,-25,0,-25,0,-25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,0,0.66,1,0.33,0,0.33,0,0.66,1,1,1,0.66,1,0.66,1,7,1,5,0,3,0,3,0,3,0
"176",453,"R_7ErNeh6i2qXT7kJ","FR","Female",1997,"Quebec","Completed technical, community college, CEGEP, College Classique","$30,001 to $60,000","Alone without children","Yes","Working full-time (35 or more hours per week)",NA,NA,NA,NA,5,2,"Brown",1,2,3,5,4,50,15,5,5,25,0,0,0,100,0,100,0,0,100,0,0,0,0,100,0,0,0,0,100,"","Sometimes","Most of the time","Most of the time","Most of the time","Sometimes","Sometimes","Sometimes","4ee49fd5-5cdc-f011-8d4c-002248d5417f","Québec","French","New Democratic Party","Québec solidaire","Solely as Quebecer",8,5,5,5,5,"Quebec",50,0.5,0.5,15,0.15,0.25,5,0.05,0,5,0.05,0,25,0.25,0.25,0,-25,0,-25,0,-25,1,75,0,-25,1,75,0,-25,0,-25,1,75,0,-25,0,-25,0,-25,0,-33.3333333333333,1,66.6666666666667,0,-33.3333333333333,0,-25,0,-25,0,-25,1,75,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,0.66,1,0,0,0,0,1,1,0.66,1,0.33,0,0.66,1,8,1,5,0,5,0,5,0,5,0
